DDI-MedLine.d180.s1|DDI-MedLine.d180.s1.e0|DDI-MedLine.d180.s1.e1|null
DDI-MedLine.d169.s8|DDI-MedLine.d169.s8.e0|DDI-MedLine.d169.s8.e1|null
DDI-MedLine.d169.s9|DDI-MedLine.d169.s9.e0|DDI-MedLine.d169.s9.e1|null
DDI-MedLine.d169.s10|DDI-MedLine.d169.s10.e0|DDI-MedLine.d169.s10.e1|null
DDI-MedLine.d169.s10|DDI-MedLine.d169.s10.e0|DDI-MedLine.d169.s10.e2|null
DDI-MedLine.d169.s10|DDI-MedLine.d169.s10.e1|DDI-MedLine.d169.s10.e2|null
DDI-DrugBank.d219.s0|DDI-DrugBank.d219.s0.e0|DDI-DrugBank.d219.s0.e1|effect
DDI-DrugBank.d219.s0|DDI-DrugBank.d219.s0.e0|DDI-DrugBank.d219.s0.e2|effect
DDI-DrugBank.d219.s0|DDI-DrugBank.d219.s0.e1|DDI-DrugBank.d219.s0.e2|effect
DDI-DrugBank.d219.s1|DDI-DrugBank.d219.s1.e0|DDI-DrugBank.d219.s1.e1|advise
DDI-DrugBank.d219.s2|DDI-DrugBank.d219.s2.e0|DDI-DrugBank.d219.s2.e1|null
DDI-DrugBank.d219.s2|DDI-DrugBank.d219.s2.e0|DDI-DrugBank.d219.s2.e2|null
DDI-DrugBank.d219.s2|DDI-DrugBank.d219.s2.e1|DDI-DrugBank.d219.s2.e2|null
DDI-DrugBank.d219.s4|DDI-DrugBank.d219.s4.e0|DDI-DrugBank.d219.s4.e1|null
DDI-DrugBank.d219.s4|DDI-DrugBank.d219.s4.e0|DDI-DrugBank.d219.s4.e2|null
DDI-DrugBank.d219.s4|DDI-DrugBank.d219.s4.e0|DDI-DrugBank.d219.s4.e3|null
DDI-DrugBank.d219.s4|DDI-DrugBank.d219.s4.e1|DDI-DrugBank.d219.s4.e2|null
DDI-DrugBank.d219.s4|DDI-DrugBank.d219.s4.e1|DDI-DrugBank.d219.s4.e3|null
DDI-DrugBank.d219.s4|DDI-DrugBank.d219.s4.e2|DDI-DrugBank.d219.s4.e3|null
DDI-DrugBank.d219.s6|DDI-DrugBank.d219.s6.e0|DDI-DrugBank.d219.s6.e1|null
DDI-DrugBank.d219.s6|DDI-DrugBank.d219.s6.e0|DDI-DrugBank.d219.s6.e2|null
DDI-DrugBank.d219.s6|DDI-DrugBank.d219.s6.e1|DDI-DrugBank.d219.s6.e2|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e0|DDI-DrugBank.d219.s7.e1|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e0|DDI-DrugBank.d219.s7.e2|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e0|DDI-DrugBank.d219.s7.e3|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e0|DDI-DrugBank.d219.s7.e4|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e1|DDI-DrugBank.d219.s7.e2|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e1|DDI-DrugBank.d219.s7.e3|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e1|DDI-DrugBank.d219.s7.e4|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e2|DDI-DrugBank.d219.s7.e3|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e2|DDI-DrugBank.d219.s7.e4|null
DDI-DrugBank.d219.s7|DDI-DrugBank.d219.s7.e3|DDI-DrugBank.d219.s7.e4|null
DDI-DrugBank.d219.s9|DDI-DrugBank.d219.s9.e0|DDI-DrugBank.d219.s9.e1|null
DDI-DrugBank.d219.s10|DDI-DrugBank.d219.s10.e0|DDI-DrugBank.d219.s10.e1|null
DDI-DrugBank.d219.s10|DDI-DrugBank.d219.s10.e0|DDI-DrugBank.d219.s10.e2|null
DDI-DrugBank.d219.s10|DDI-DrugBank.d219.s10.e1|DDI-DrugBank.d219.s10.e2|null
DDI-DrugBank.d219.s11|DDI-DrugBank.d219.s11.e0|DDI-DrugBank.d219.s11.e1|effect
DDI-DrugBank.d219.s11|DDI-DrugBank.d219.s11.e0|DDI-DrugBank.d219.s11.e2|effect
DDI-DrugBank.d219.s11|DDI-DrugBank.d219.s11.e1|DDI-DrugBank.d219.s11.e2|effect
DDI-DrugBank.d219.s14|DDI-DrugBank.d219.s14.e0|DDI-DrugBank.d219.s14.e1|null
DDI-DrugBank.d219.s14|DDI-DrugBank.d219.s14.e0|DDI-DrugBank.d219.s14.e2|null
DDI-DrugBank.d219.s14|DDI-DrugBank.d219.s14.e1|DDI-DrugBank.d219.s14.e2|null
DDI-DrugBank.d219.s15|DDI-DrugBank.d219.s15.e0|DDI-DrugBank.d219.s15.e1|null
DDI-DrugBank.d219.s15|DDI-DrugBank.d219.s15.e0|DDI-DrugBank.d219.s15.e2|null
DDI-DrugBank.d219.s15|DDI-DrugBank.d219.s15.e0|DDI-DrugBank.d219.s15.e3|null
DDI-DrugBank.d219.s15|DDI-DrugBank.d219.s15.e1|DDI-DrugBank.d219.s15.e2|null
DDI-DrugBank.d219.s15|DDI-DrugBank.d219.s15.e1|DDI-DrugBank.d219.s15.e3|null
DDI-DrugBank.d219.s15|DDI-DrugBank.d219.s15.e2|DDI-DrugBank.d219.s15.e3|null
DDI-DrugBank.d219.s18|DDI-DrugBank.d219.s18.e0|DDI-DrugBank.d219.s18.e1|null
DDI-DrugBank.d219.s18|DDI-DrugBank.d219.s18.e0|DDI-DrugBank.d219.s18.e2|null
DDI-DrugBank.d219.s18|DDI-DrugBank.d219.s18.e1|DDI-DrugBank.d219.s18.e2|null
DDI-DrugBank.d219.s19|DDI-DrugBank.d219.s19.e0|DDI-DrugBank.d219.s19.e1|null
DDI-DrugBank.d219.s19|DDI-DrugBank.d219.s19.e0|DDI-DrugBank.d219.s19.e2|null
DDI-DrugBank.d219.s19|DDI-DrugBank.d219.s19.e1|DDI-DrugBank.d219.s19.e2|null
DDI-DrugBank.d219.s20|DDI-DrugBank.d219.s20.e0|DDI-DrugBank.d219.s20.e1|null
DDI-DrugBank.d219.s21|DDI-DrugBank.d219.s21.e0|DDI-DrugBank.d219.s21.e1|null
DDI-DrugBank.d219.s21|DDI-DrugBank.d219.s21.e0|DDI-DrugBank.d219.s21.e2|null
DDI-DrugBank.d219.s21|DDI-DrugBank.d219.s21.e1|DDI-DrugBank.d219.s21.e2|null
DDI-DrugBank.d219.s22|DDI-DrugBank.d219.s22.e0|DDI-DrugBank.d219.s22.e1|null
DDI-DrugBank.d219.s22|DDI-DrugBank.d219.s22.e0|DDI-DrugBank.d219.s22.e2|null
DDI-DrugBank.d219.s22|DDI-DrugBank.d219.s22.e1|DDI-DrugBank.d219.s22.e2|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e0|DDI-DrugBank.d219.s23.e1|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e0|DDI-DrugBank.d219.s23.e2|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e0|DDI-DrugBank.d219.s23.e3|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e0|DDI-DrugBank.d219.s23.e4|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e1|DDI-DrugBank.d219.s23.e2|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e1|DDI-DrugBank.d219.s23.e3|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e1|DDI-DrugBank.d219.s23.e4|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e2|DDI-DrugBank.d219.s23.e3|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e2|DDI-DrugBank.d219.s23.e4|null
DDI-DrugBank.d219.s23|DDI-DrugBank.d219.s23.e3|DDI-DrugBank.d219.s23.e4|null
DDI-DrugBank.d219.s24|DDI-DrugBank.d219.s24.e0|DDI-DrugBank.d219.s24.e1|null
DDI-DrugBank.d219.s24|DDI-DrugBank.d219.s24.e0|DDI-DrugBank.d219.s24.e2|null
DDI-DrugBank.d219.s24|DDI-DrugBank.d219.s24.e1|DDI-DrugBank.d219.s24.e2|null
DDI-DrugBank.d219.s25|DDI-DrugBank.d219.s25.e0|DDI-DrugBank.d219.s25.e1|advise
DDI-DrugBank.d219.s26|DDI-DrugBank.d219.s26.e0|DDI-DrugBank.d219.s26.e1|null
DDI-DrugBank.d219.s27|DDI-DrugBank.d219.s27.e0|DDI-DrugBank.d219.s27.e1|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e0|DDI-DrugBank.d475.s0.e1|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e0|DDI-DrugBank.d475.s0.e2|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e0|DDI-DrugBank.d475.s0.e3|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e0|DDI-DrugBank.d475.s0.e4|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e0|DDI-DrugBank.d475.s0.e5|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e0|DDI-DrugBank.d475.s0.e6|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e1|DDI-DrugBank.d475.s0.e2|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e1|DDI-DrugBank.d475.s0.e3|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e1|DDI-DrugBank.d475.s0.e4|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e1|DDI-DrugBank.d475.s0.e5|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e1|DDI-DrugBank.d475.s0.e6|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e2|DDI-DrugBank.d475.s0.e3|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e2|DDI-DrugBank.d475.s0.e4|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e2|DDI-DrugBank.d475.s0.e5|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e2|DDI-DrugBank.d475.s0.e6|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e3|DDI-DrugBank.d475.s0.e4|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e3|DDI-DrugBank.d475.s0.e5|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e3|DDI-DrugBank.d475.s0.e6|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e4|DDI-DrugBank.d475.s0.e5|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e4|DDI-DrugBank.d475.s0.e6|null
DDI-DrugBank.d475.s0|DDI-DrugBank.d475.s0.e5|DDI-DrugBank.d475.s0.e6|null
DDI-DrugBank.d475.s3|DDI-DrugBank.d475.s3.e0|DDI-DrugBank.d475.s3.e1|null
DDI-DrugBank.d475.s3|DDI-DrugBank.d475.s3.e0|DDI-DrugBank.d475.s3.e2|null
DDI-DrugBank.d475.s3|DDI-DrugBank.d475.s3.e1|DDI-DrugBank.d475.s3.e2|null
DDI-DrugBank.d497.s0|DDI-DrugBank.d497.s0.e0|DDI-DrugBank.d497.s0.e1|null
DDI-DrugBank.d497.s0|DDI-DrugBank.d497.s0.e0|DDI-DrugBank.d497.s0.e2|null
DDI-DrugBank.d497.s0|DDI-DrugBank.d497.s0.e1|DDI-DrugBank.d497.s0.e2|null
DDI-DrugBank.d497.s2|DDI-DrugBank.d497.s2.e0|DDI-DrugBank.d497.s2.e1|null
DDI-DrugBank.d497.s3|DDI-DrugBank.d497.s3.e0|DDI-DrugBank.d497.s3.e1|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e0|DDI-DrugBank.d761.s0.e1|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e0|DDI-DrugBank.d761.s0.e2|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e0|DDI-DrugBank.d761.s0.e3|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e0|DDI-DrugBank.d761.s0.e4|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e0|DDI-DrugBank.d761.s0.e5|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e1|DDI-DrugBank.d761.s0.e2|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e1|DDI-DrugBank.d761.s0.e3|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e1|DDI-DrugBank.d761.s0.e4|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e1|DDI-DrugBank.d761.s0.e5|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e2|DDI-DrugBank.d761.s0.e3|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e2|DDI-DrugBank.d761.s0.e4|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e2|DDI-DrugBank.d761.s0.e5|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e3|DDI-DrugBank.d761.s0.e4|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e3|DDI-DrugBank.d761.s0.e5|null
DDI-DrugBank.d761.s0|DDI-DrugBank.d761.s0.e4|DDI-DrugBank.d761.s0.e5|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e0|DDI-DrugBank.d761.s1.e1|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e0|DDI-DrugBank.d761.s1.e2|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e0|DDI-DrugBank.d761.s1.e3|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e0|DDI-DrugBank.d761.s1.e4|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e0|DDI-DrugBank.d761.s1.e5|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e1|DDI-DrugBank.d761.s1.e2|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e1|DDI-DrugBank.d761.s1.e3|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e1|DDI-DrugBank.d761.s1.e4|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e1|DDI-DrugBank.d761.s1.e5|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e2|DDI-DrugBank.d761.s1.e3|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e2|DDI-DrugBank.d761.s1.e4|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e2|DDI-DrugBank.d761.s1.e5|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e3|DDI-DrugBank.d761.s1.e4|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e3|DDI-DrugBank.d761.s1.e5|null
DDI-DrugBank.d761.s1|DDI-DrugBank.d761.s1.e4|DDI-DrugBank.d761.s1.e5|null
DDI-DrugBank.d761.s2|DDI-DrugBank.d761.s2.e0|DDI-DrugBank.d761.s2.e1|null
DDI-DrugBank.d761.s2|DDI-DrugBank.d761.s2.e0|DDI-DrugBank.d761.s2.e2|null
DDI-DrugBank.d761.s2|DDI-DrugBank.d761.s2.e0|DDI-DrugBank.d761.s2.e3|null
DDI-DrugBank.d761.s2|DDI-DrugBank.d761.s2.e1|DDI-DrugBank.d761.s2.e2|null
DDI-DrugBank.d761.s2|DDI-DrugBank.d761.s2.e1|DDI-DrugBank.d761.s2.e3|null
DDI-DrugBank.d761.s2|DDI-DrugBank.d761.s2.e2|DDI-DrugBank.d761.s2.e3|null
DDI-DrugBank.d761.s3|DDI-DrugBank.d761.s3.e0|DDI-DrugBank.d761.s3.e1|null
DDI-DrugBank.d761.s3|DDI-DrugBank.d761.s3.e0|DDI-DrugBank.d761.s3.e2|null
DDI-DrugBank.d761.s3|DDI-DrugBank.d761.s3.e1|DDI-DrugBank.d761.s3.e2|null
DDI-DrugBank.d761.s4|DDI-DrugBank.d761.s4.e0|DDI-DrugBank.d761.s4.e1|advise
DDI-DrugBank.d761.s5|DDI-DrugBank.d761.s5.e0|DDI-DrugBank.d761.s5.e1|null
DDI-DrugBank.d761.s5|DDI-DrugBank.d761.s5.e0|DDI-DrugBank.d761.s5.e2|null
DDI-DrugBank.d761.s5|DDI-DrugBank.d761.s5.e0|DDI-DrugBank.d761.s5.e3|null
DDI-DrugBank.d761.s5|DDI-DrugBank.d761.s5.e1|DDI-DrugBank.d761.s5.e2|null
DDI-DrugBank.d761.s5|DDI-DrugBank.d761.s5.e1|DDI-DrugBank.d761.s5.e3|null
DDI-DrugBank.d761.s5|DDI-DrugBank.d761.s5.e2|DDI-DrugBank.d761.s5.e3|null
DDI-DrugBank.d761.s6|DDI-DrugBank.d761.s6.e0|DDI-DrugBank.d761.s6.e1|null
DDI-DrugBank.d761.s6|DDI-DrugBank.d761.s6.e0|DDI-DrugBank.d761.s6.e2|null
DDI-DrugBank.d761.s6|DDI-DrugBank.d761.s6.e0|DDI-DrugBank.d761.s6.e3|null
DDI-DrugBank.d761.s6|DDI-DrugBank.d761.s6.e1|DDI-DrugBank.d761.s6.e2|null
DDI-DrugBank.d761.s6|DDI-DrugBank.d761.s6.e1|DDI-DrugBank.d761.s6.e3|null
DDI-DrugBank.d761.s6|DDI-DrugBank.d761.s6.e2|DDI-DrugBank.d761.s6.e3|null
DDI-DrugBank.d761.s7|DDI-DrugBank.d761.s7.e0|DDI-DrugBank.d761.s7.e1|null
DDI-DrugBank.d761.s7|DDI-DrugBank.d761.s7.e0|DDI-DrugBank.d761.s7.e2|null
DDI-DrugBank.d761.s7|DDI-DrugBank.d761.s7.e0|DDI-DrugBank.d761.s7.e3|null
DDI-DrugBank.d761.s7|DDI-DrugBank.d761.s7.e1|DDI-DrugBank.d761.s7.e2|null
DDI-DrugBank.d761.s7|DDI-DrugBank.d761.s7.e1|DDI-DrugBank.d761.s7.e3|null
DDI-DrugBank.d761.s7|DDI-DrugBank.d761.s7.e2|DDI-DrugBank.d761.s7.e3|null
DDI-DrugBank.d761.s8|DDI-DrugBank.d761.s8.e0|DDI-DrugBank.d761.s8.e1|null
DDI-DrugBank.d761.s8|DDI-DrugBank.d761.s8.e0|DDI-DrugBank.d761.s8.e2|null
DDI-DrugBank.d761.s8|DDI-DrugBank.d761.s8.e1|DDI-DrugBank.d761.s8.e2|null
DDI-DrugBank.d761.s9|DDI-DrugBank.d761.s9.e0|DDI-DrugBank.d761.s9.e1|null
DDI-DrugBank.d761.s9|DDI-DrugBank.d761.s9.e0|DDI-DrugBank.d761.s9.e2|null
DDI-DrugBank.d761.s9|DDI-DrugBank.d761.s9.e0|DDI-DrugBank.d761.s9.e3|null
DDI-DrugBank.d761.s9|DDI-DrugBank.d761.s9.e1|DDI-DrugBank.d761.s9.e2|null
DDI-DrugBank.d761.s9|DDI-DrugBank.d761.s9.e1|DDI-DrugBank.d761.s9.e3|null
DDI-DrugBank.d761.s9|DDI-DrugBank.d761.s9.e2|DDI-DrugBank.d761.s9.e3|null
DDI-DrugBank.d761.s10|DDI-DrugBank.d761.s10.e0|DDI-DrugBank.d761.s10.e1|null
DDI-DrugBank.d761.s10|DDI-DrugBank.d761.s10.e0|DDI-DrugBank.d761.s10.e2|null
DDI-DrugBank.d761.s10|DDI-DrugBank.d761.s10.e0|DDI-DrugBank.d761.s10.e3|null
DDI-DrugBank.d761.s10|DDI-DrugBank.d761.s10.e1|DDI-DrugBank.d761.s10.e2|null
DDI-DrugBank.d761.s10|DDI-DrugBank.d761.s10.e1|DDI-DrugBank.d761.s10.e3|null
DDI-DrugBank.d761.s10|DDI-DrugBank.d761.s10.e2|DDI-DrugBank.d761.s10.e3|null
DDI-DrugBank.d761.s11|DDI-DrugBank.d761.s11.e0|DDI-DrugBank.d761.s11.e1|null
DDI-DrugBank.d761.s11|DDI-DrugBank.d761.s11.e0|DDI-DrugBank.d761.s11.e2|null
DDI-DrugBank.d761.s11|DDI-DrugBank.d761.s11.e1|DDI-DrugBank.d761.s11.e2|null
DDI-DrugBank.d761.s12|DDI-DrugBank.d761.s12.e0|DDI-DrugBank.d761.s12.e1|null
DDI-DrugBank.d761.s13|DDI-DrugBank.d761.s13.e0|DDI-DrugBank.d761.s13.e1|null
DDI-DrugBank.d761.s13|DDI-DrugBank.d761.s13.e0|DDI-DrugBank.d761.s13.e2|null
DDI-DrugBank.d761.s13|DDI-DrugBank.d761.s13.e0|DDI-DrugBank.d761.s13.e3|null
DDI-DrugBank.d761.s13|DDI-DrugBank.d761.s13.e1|DDI-DrugBank.d761.s13.e2|null
DDI-DrugBank.d761.s13|DDI-DrugBank.d761.s13.e1|DDI-DrugBank.d761.s13.e3|null
DDI-DrugBank.d761.s13|DDI-DrugBank.d761.s13.e2|DDI-DrugBank.d761.s13.e3|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e1|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e2|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e3|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e4|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e5|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e6|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e0|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e2|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e3|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e4|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e5|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e6|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e1|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e3|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e4|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e5|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e6|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e2|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e3|DDI-DrugBank.d357.s0.e4|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e3|DDI-DrugBank.d357.s0.e5|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e3|DDI-DrugBank.d357.s0.e6|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e3|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e3|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e3|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e4|DDI-DrugBank.d357.s0.e5|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e4|DDI-DrugBank.d357.s0.e6|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e4|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e4|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e4|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e5|DDI-DrugBank.d357.s0.e6|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e5|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e5|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e5|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e6|DDI-DrugBank.d357.s0.e7|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e6|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e6|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e7|DDI-DrugBank.d357.s0.e8|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e7|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s0|DDI-DrugBank.d357.s0.e8|DDI-DrugBank.d357.s0.e9|null
DDI-DrugBank.d357.s1|DDI-DrugBank.d357.s1.e0|DDI-DrugBank.d357.s1.e1|null
DDI-DrugBank.d357.s1|DDI-DrugBank.d357.s1.e0|DDI-DrugBank.d357.s1.e2|null
DDI-DrugBank.d357.s1|DDI-DrugBank.d357.s1.e0|DDI-DrugBank.d357.s1.e3|null
DDI-DrugBank.d357.s1|DDI-DrugBank.d357.s1.e1|DDI-DrugBank.d357.s1.e2|null
DDI-DrugBank.d357.s1|DDI-DrugBank.d357.s1.e1|DDI-DrugBank.d357.s1.e3|null
DDI-DrugBank.d357.s1|DDI-DrugBank.d357.s1.e2|DDI-DrugBank.d357.s1.e3|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e1|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e2|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e3|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e4|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e5|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e6|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e0|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e2|null
